Contrast name:,Group (DiffAll-Cont)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,-0.056026,0.069825,-0.802367,5.000000,0.770618,0.778148
2,1804,180,1.000000,-0.023496,0.069131,-0.339876,5.000000,0.626119,0.778148
3,785,78,1.000000,-0.019974,0.066032,-0.302491,5.000000,0.612771,0.778148
4,650,65,1.000000,-0.065805,0.079164,-0.831248,5.000000,0.778148,0.778148
5,1167,116,1.000000,0.002095,0.077554,0.027010,5.000000,0.489748,0.778148
6,327,32,1.000000,-0.064436,0.080891,-0.796575,5.000000,0.769086,0.778148
7,189,18,1.000000,-0.026388,0.075955,-0.347410,5.000000,0.628786,0.778148
8,547,54,1.000000,0.112348,0.091599,1.226518,5.000000,0.137304,0.343259
9,200,20,1.000000,0.505174,0.227822,2.217401,5.000000,0.038690,0.196758
10,89,8,1.000000,0.292727,0.132820,2.203934,5.000000,0.039352,0.196758
11,191,19,1.000000,0.217388,0.166079,1.308947,5.000000,0.123740,0.343259
12,36,3,1.000000,0.130843,0.234841,0.557155,5.000000,0.300720,0.644400
13,30,3,1.000000,0.272957,0.101377,2.692505,5.000000,0.021585,0.196758
14,15,1,1.000000,0.180613,0.138848,1.300796,5.000000,0.125024,0.343259
15,14,1,1.000000,0.012016,0.100121,0.120016,5.000000,0.454572,0.778148
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
