Contrast name:,Group (SamePath-Cont)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,-0.182839,0.062067,-2.945835,5.000000,0.983980,0.983980
2,1804,180,1.000000,-0.199363,0.116738,-1.707788,5.000000,0.925810,0.983980
3,785,78,1.000000,-0.148360,0.095003,-1.561631,5.000000,0.910435,0.983980
4,650,65,1.000000,-0.218597,0.079695,-2.742917,5.000000,0.979675,0.983980
5,1167,116,1.000000,-0.197254,0.097806,-2.016784,5.000000,0.950111,0.983980
6,327,32,1.000000,-0.242258,0.101187,-2.394151,5.000000,0.968966,0.983980
7,189,18,1.000000,-0.159530,0.123000,-1.296991,5.000000,0.874372,0.983980
8,547,54,1.000000,0.323908,0.271764,1.191875,5.000000,0.143396,0.983980
9,200,20,1.000000,-0.215185,0.178112,-1.208142,5.000000,0.859494,0.983980
10,89,8,1.000000,-0.150041,0.113564,-1.321204,5.000000,0.878169,0.983980
11,191,19,1.000000,0.314528,0.360916,0.871473,5.000000,0.211679,0.983980
12,36,3,1.000000,0.434886,0.306438,1.419168,5.000000,0.107535,0.983980
13,30,3,1.000000,-0.080584,0.139310,-0.578452,5.000000,0.705982,0.983980
14,15,1,1.000000,-0.052669,0.154673,-0.340517,5.000000,0.626346,0.983980
15,14,1,1.000000,-0.225035,0.087940,-2.558962,5.000000,0.974645,0.983980
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
