file,manner,path,agent,itemset,blocktype,blocknum, trialnum
none_control6_7.mp4,none,control6,7,Z,C,1, 1
none_control8_6.mp4,none,control8,6,Z,C,1, 2
none_control5_4.mp4,none,control5,4,Z,C,1, 3
none_control7_5.mp4,none,control7,5,Z,C,1, 4
wheelie_tofar_8.mp4,wheelie,tofar,8,W,S,2, 5
wheelie_tofar_8.mp4,wheelie,tofar,8,W,S,2, 6
wheelie_tofar_8.mp4,wheelie,tofar,8,W,S,2, 7
wheelie_tofar_8.mp4,wheelie,tofar,8,W,S,2, 8
halfrotate_under_4.mp4,halfrotate,under,4,X,M,3, 9
halfrotate_past_5.mp4,halfrotate,past,5,X,M,3, 10
halfrotate_behind_6.mp4,halfrotate,behind,6,X,M,3, 11
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,M,3, 12
sine_circle_8.mp4,sine,circle,8,W,P,4, 13
rock_circle_3.mp4,rock,circle,3,W,P,4, 14
wheelie_circle_1.mp4,wheelie,circle,1,W,P,4, 15
rotate_circle_2.mp4,rotate,circle,2,W,P,4, 16
stopstart_under_6.mp4,stopstart,under,6,X,A,5, 17
halfrotate_underfar_6.mp4,halfrotate,underfar,6,X,A,5, 18
bounce_past_6.mp4,bounce,past,6,X,A,5, 19
vibrate_behind_6.mp4,vibrate,behind,6,X,A,5, 20
sine_circle_3.mp4,sine,circle,3,W,D,6, 21
rock_onto_1.mp4,rock,onto,1,W,D,6, 22
wheelie_to_2.mp4,wheelie,to,2,W,D,6, 23
rotate_tofar_8.mp4,rotate,tofar,8,W,D,6, 24
stopstart_underfar_6.mp4,stopstart,underfar,6,X,D,7, 25
halfrotate_past_4.mp4,halfrotate,past,4,X,D,7, 26
bounce_under_5.mp4,bounce,under,5,X,D,7, 27
vibrate_behind_7.mp4,vibrate,behind,7,X,D,7, 28
sine_to_2.mp4,sine,to,2,W,A,8, 29
wheelie_tofar_2.mp4,wheelie,tofar,2,W,A,8, 30
rotate_onto_2.mp4,rotate,onto,2,W,A,8, 31
rock_circle_2.mp4,rock,circle,2,W,A,8, 32
bounce_past_5.mp4,bounce,past,5,X,P,9, 33
vibrate_past_4.mp4,vibrate,past,4,X,P,9, 34
stopstart_past_6.mp4,stopstart,past,6,X,P,9, 35
halfrotate_past_7.mp4,halfrotate,past,7,X,P,9, 36
sine_to_8.mp4,sine,to,8,W,M,10, 37
sine_onto_3.mp4,sine,onto,3,W,M,10, 38
sine_tofar_1.mp4,sine,tofar,1,W,M,10, 39
sine_circle_2.mp4,sine,circle,2,W,M,10, 40
stopstart_under_7.mp4,stopstart,under,7,X,S,11, 41
stopstart_under_7.mp4,stopstart,under,7,X,S,11, 42
stopstart_under_7.mp4,stopstart,under,7,X,S,11, 43
stopstart_under_7.mp4,stopstart,under,7,X,S,11, 44
none_control4_2.mp4,none,control4,2,Y,C,12, 45
none_control3_3.mp4,none,control3,3,Y,C,12, 46
none_control1_1.mp4,none,control1,1,Y,C,12, 47
none_control2_8.mp4,none,control2,8,Y,C,12, 48
