file,manner,path,agent,itemset,blocktype,blocknum, trialnum
stopstart_behind_4.mp4,stopstart,behind,4,X,S,1, 1
stopstart_behind_4.mp4,stopstart,behind,4,X,S,1, 2
stopstart_behind_4.mp4,stopstart,behind,4,X,S,1, 3
stopstart_behind_4.mp4,stopstart,behind,4,X,S,1, 4
sine_circle_1.mp4,sine,circle,1,W,M,2, 5
sine_to_2.mp4,sine,to,2,W,M,2, 6
sine_tofar_3.mp4,sine,tofar,3,W,M,2, 7
sine_onto_8.mp4,sine,onto,8,W,M,2, 8
halfrotate_past_7.mp4,halfrotate,past,7,X,P,3, 9
stopstart_past_5.mp4,stopstart,past,5,X,P,3, 10
bounce_past_4.mp4,bounce,past,4,X,P,3, 11
vibrate_past_6.mp4,vibrate,past,6,X,P,3, 12
sine_onto_2.mp4,sine,onto,2,W,A,4, 13
rock_circle_2.mp4,rock,circle,2,W,A,4, 14
wheelie_to_2.mp4,wheelie,to,2,W,A,4, 15
rotate_tofar_2.mp4,rotate,tofar,2,W,A,4, 16
stopstart_past_6.mp4,stopstart,past,6,X,D,5, 17
bounce_under_7.mp4,bounce,under,7,X,D,5, 18
vibrate_behind_4.mp4,vibrate,behind,4,X,D,5, 19
halfrotate_underfar_5.mp4,halfrotate,underfar,5,X,D,5, 20
none_control1_8.mp4,none,control1,8,Y,C,6, 21
none_control3_3.mp4,none,control3,3,Y,C,6, 22
none_control4_1.mp4,none,control4,1,Y,C,6, 23
none_control2_2.mp4,none,control2,2,Y,C,6, 24
none_control8_6.mp4,none,control8,6,Z,C,7, 25
none_control7_5.mp4,none,control7,5,Z,C,7, 26
none_control5_4.mp4,none,control5,4,Z,C,7, 27
none_control6_7.mp4,none,control6,7,Z,C,7, 28
rotate_circle_2.mp4,rotate,circle,2,W,D,8, 29
rock_onto_3.mp4,rock,onto,3,W,D,8, 30
sine_to_1.mp4,sine,to,1,W,D,8, 31
wheelie_tofar_8.mp4,wheelie,tofar,8,W,D,8, 32
vibrate_under_7.mp4,vibrate,under,7,X,A,9, 33
stopstart_past_7.mp4,stopstart,past,7,X,A,9, 34
halfrotate_behind_7.mp4,halfrotate,behind,7,X,A,9, 35
bounce_underfar_7.mp4,bounce,underfar,7,X,A,9, 36
wheelie_tofar_3.mp4,wheelie,tofar,3,W,P,10, 37
rotate_tofar_1.mp4,rotate,tofar,1,W,P,10, 38
rock_tofar_2.mp4,rock,tofar,2,W,P,10, 39
sine_tofar_8.mp4,sine,tofar,8,W,P,10, 40
vibrate_underfar_4.mp4,vibrate,underfar,4,X,M,11, 41
vibrate_past_5.mp4,vibrate,past,5,X,M,11, 42
vibrate_under_6.mp4,vibrate,under,6,X,M,11, 43
vibrate_behind_7.mp4,vibrate,behind,7,X,M,11, 44
rock_onto_1.mp4,rock,onto,1,W,S,12, 45
rock_onto_1.mp4,rock,onto,1,W,S,12, 46
rock_onto_1.mp4,rock,onto,1,W,S,12, 47
rock_onto_1.mp4,rock,onto,1,W,S,12, 48
