Contrast name:,Group (SameAg)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,0.291384,0.174258,1.672140,5.000000,0.077679,0.233037
2,1399,139,1.000000,0.426111,0.218271,1.952209,5.000000,0.054182,0.233037
3,4863,486,1.000000,0.152540,0.204339,0.746504,5.000000,0.244477,0.400054
4,5104,510,1.000000,0.054730,0.199534,0.274290,5.000000,0.397417,0.536000
5,888,88,1.000000,-0.070832,0.104761,-0.676135,5.000000,0.735519,0.882623
6,1015,101,1.000000,-0.192400,0.161441,-1.191764,5.000000,0.856585,0.906972
7,3526,352,1.000000,0.302771,0.169750,1.783625,5.000000,0.067283,0.233037
8,3381,338,1.000000,0.355567,0.157041,2.264161,5.000000,0.036485,0.218911
9,1858,185,1.000000,0.023206,0.104967,0.221077,5.000000,0.416889,0.536000
10,1770,177,1.000000,0.064333,0.111900,0.574911,5.000000,0.295126,0.442689
11,2147,214,1.000000,0.126243,0.145815,0.865773,5.000000,0.213099,0.383577
12,2371,237,1.000000,0.133493,0.147845,0.902926,5.000000,0.203979,0.383577
13,2447,244,1.000000,0.269265,0.207432,1.298085,5.000000,0.125454,0.282272
14,1345,134,1.000000,0.297600,0.224937,1.323041,5.000000,0.121548,0.282272
15,2065,206,1.000000,0.706579,0.233846,3.021553,5.000000,0.014682,0.132138
16,2222,222,1.000000,0.741411,0.237656,3.119678,5.000000,0.013131,0.132138
17,1400,140,1.000000,-0.238246,0.119021,-2.001717,5.000000,0.949142,0.949142
18,1313,131,1.000000,-0.104555,0.097924,-1.067716,5.000000,0.832768,0.906972
