Contrast name:,Group (SameMan-SameAll)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,-0.013978,0.147380,-0.094840,5.000000,0.535937,0.875867
2,1399,139,1.000000,-0.071908,0.143483,-0.501157,5.000000,0.681230,0.875867
3,4863,486,1.000000,-0.010016,0.239886,-0.041753,5.000000,0.515844,0.875867
4,5104,510,1.000000,-0.277417,0.221195,-1.254172,5.000000,0.867391,0.918414
5,888,88,1.000000,0.286238,0.183962,1.555962,5.000000,0.090221,0.811990
6,1015,101,1.000000,-0.109221,0.245928,-0.444118,5.000000,0.662240,0.875867
7,3526,352,1.000000,0.045587,0.102671,0.444004,5.000000,0.337798,0.875867
8,3381,338,1.000000,0.048428,0.122020,0.396891,5.000000,0.353911,0.875867
9,1858,185,1.000000,0.051926,0.061676,0.841921,5.000000,0.219117,0.875867
10,1770,177,1.000000,-0.023658,0.073963,-0.319866,5.000000,0.618998,0.875867
11,2147,214,1.000000,-0.016726,0.129668,-0.128992,5.000000,0.548804,0.875867
12,2371,237,1.000000,-0.060338,0.146873,-0.410818,5.000000,0.650890,0.875867
13,2447,244,1.000000,-0.079660,0.085598,-0.930629,5.000000,0.802620,0.902947
14,1345,134,1.000000,-0.216950,0.103695,-2.092190,5.000000,0.954676,0.954676
15,2065,206,1.000000,0.175440,0.068584,2.558012,5.000000,0.025385,0.456922
16,2222,222,1.000000,0.101634,0.170081,0.597562,5.000000,0.288082,0.875867
17,1400,140,1.000000,-0.012343,0.096158,-0.128360,5.000000,0.548566,0.875867
18,1313,131,1.000000,-0.102868,0.130894,-0.785885,5.000000,0.766237,0.902947
