Contrast name:,Group (DiffAll-Cont)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,-0.006225,0.077633,-0.080186,5.000000,0.530400,0.596700
2,1399,139,1.000000,0.042994,0.101867,0.422062,5.000000,0.345256,0.534698
3,4863,486,1.000000,0.214709,0.096599,2.222679,5.000000,0.038434,0.230607
4,5104,510,1.000000,0.067795,0.122708,0.552489,5.000000,0.302201,0.534698
5,888,88,1.000000,0.312134,0.104413,2.989421,5.000000,0.015234,0.230607
6,1015,101,1.000000,0.048270,0.125517,0.384567,5.000000,0.358186,0.534698
7,3526,352,1.000000,0.013070,0.038424,0.340150,5.000000,0.373784,0.534698
8,3381,338,1.000000,0.004850,0.076023,0.063795,5.000000,0.475803,0.596700
9,1858,185,1.000000,0.027809,0.075520,0.368229,5.000000,0.363889,0.534698
10,1770,177,1.000000,0.123394,0.049680,2.483799,5.000000,0.027791,0.230607
11,2147,214,1.000000,0.058406,0.059298,0.984972,5.000000,0.184935,0.534698
12,2371,237,1.000000,0.065845,0.064728,1.017245,5.000000,0.177853,0.534698
13,2447,244,1.000000,-0.004039,0.084345,-0.047889,5.000000,0.518171,0.596700
14,1345,134,1.000000,-0.081104,0.109801,-0.738641,5.000000,0.753342,0.753342
15,2065,206,1.000000,0.043388,0.116062,0.373835,5.000000,0.361927,0.534698
16,2222,222,1.000000,-0.085821,0.130840,-0.655925,5.000000,0.729575,0.753342
17,1400,140,1.000000,0.018309,0.059944,0.305435,5.000000,0.386171,0.534698
18,1313,131,1.000000,0.040195,0.035769,1.123746,5.000000,0.156080,0.534698
