Contrast name:,Group (SamePath)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,0.072939,0.048294,1.510323,5.000000,0.095675,0.478374
2,1804,180,1.000000,-0.151400,0.182481,-0.829675,5.000000,0.777742,0.961035
3,785,78,1.000000,-0.108989,0.086564,-1.259060,5.000000,0.868205,0.961035
4,650,65,1.000000,-0.037481,0.053777,-0.696980,5.000000,0.741558,0.961035
5,1167,116,1.000000,-0.222432,0.153129,-1.452574,5.000000,0.896966,0.961035
6,327,32,1.000000,0.265676,0.069437,3.826143,5.000000,0.006148,0.092219
7,189,18,1.000000,0.299839,0.137737,2.176895,5.000000,0.040716,0.305367
8,547,54,1.000000,0.151237,0.310689,0.486779,5.000000,0.323501,0.808753
9,200,20,1.000000,-0.279310,0.090629,-3.081916,5.000000,0.986295,0.986295
10,89,8,1.000000,-0.126471,0.250195,-0.505490,5.000000,0.682648,0.961035
11,191,19,1.000000,0.371879,0.290272,1.281140,5.000000,0.128172,0.480646
12,36,3,1.000000,0.211936,0.244304,0.867507,5.000000,0.212666,0.637998
13,30,3,1.000000,-0.008386,0.111589,-0.075147,5.000000,0.528494,0.961035
14,15,1,1.000000,-0.107460,0.155825,-0.689620,5.000000,0.739437,0.961035
15,14,1,1.000000,-0.084671,0.065408,-1.294494,5.000000,0.873974,0.961035
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
