Contrast name:,Group (DiffAll-SameAg)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,0.004878,0.060317,0.080870,5.000000,0.469341,0.592335
2,1804,180,1.000000,0.002350,0.034111,0.068905,5.000000,0.473868,0.592335
3,785,78,1.000000,-0.001470,0.030695,-0.047891,5.000000,0.518171,0.597890
4,650,65,1.000000,0.007308,0.025338,0.288426,5.000000,0.392298,0.588446
5,1167,116,1.000000,0.012223,0.029917,0.408551,5.000000,0.349889,0.583148
6,327,32,1.000000,-0.060230,0.059093,-1.019235,5.000000,0.822576,0.822576
7,189,18,1.000000,-0.026521,0.104265,-0.254366,5.000000,0.595329,0.637852
8,547,54,1.000000,0.209278,0.144255,1.450747,5.000000,0.103275,0.309826
9,200,20,1.000000,0.699683,0.324426,2.156677,5.000000,0.041768,0.156632
10,89,8,1.000000,0.499355,0.204397,2.443059,5.000000,0.029217,0.146862
11,191,19,1.000000,0.131040,0.251782,0.520451,5.000000,0.312483,0.583148
12,36,3,1.000000,0.233907,0.236519,0.988956,5.000000,0.184048,0.420921
13,30,3,1.000000,0.410145,0.074427,5.510685,5.000000,0.001346,0.020190
14,15,1,1.000000,0.178366,0.190831,0.934680,5.000000,0.196430,0.420921
15,14,1,1.000000,0.238557,0.097820,2.438738,5.000000,0.029372,0.146862
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
