Contrast name:,Group (SamePath-SameAll)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],c[1;4],c[1;5],c[1;6],c[1;7],c[1;8],c[1;9],c[1;10],c[1;11],c[1;12],c[1;13],c[1;14],c[1;15],c[1;16],c[1;17],c[1;18],c[1;19],
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,11459,1145,1.000000,-0.166646,0.085382,-1.951782,5.000000,0.945789,0.952122
2,1804,180,1.000000,-0.112828,0.099831,-1.130186,5.000000,0.845160,0.952122
3,785,78,1.000000,-0.057788,0.075322,-0.767218,5.000000,0.761202,0.952122
4,650,65,1.000000,-0.102567,0.065888,-1.556680,5.000000,0.909862,0.952122
5,1167,116,1.000000,-0.106493,0.091571,-1.162956,5.000000,0.851336,0.952122
6,327,32,1.000000,-0.022917,0.118079,-0.194084,5.000000,0.573125,0.952122
7,189,18,1.000000,0.027327,0.136930,0.199565,5.000000,0.424841,0.952122
8,547,54,1.000000,0.108763,0.242678,0.448179,5.000000,0.336388,0.952122
9,200,20,1.000000,-0.551601,0.269195,-2.049074,5.000000,0.952122,0.952122
10,89,8,1.000000,-0.265111,0.139342,-1.902590,5.000000,0.942261,0.952122
11,191,19,1.000000,0.146183,0.389766,0.375053,5.000000,0.361502,0.952122
12,36,3,1.000000,0.042132,0.173161,0.243308,5.000000,0.408717,0.952122
13,30,3,1.000000,-0.335949,0.231803,-1.449283,5.000000,0.896531,0.952122
14,15,1,1.000000,0.048281,0.165402,0.291898,5.000000,0.391044,0.952122
15,14,1,1.000000,-0.181707,0.097690,-1.860037,5.000000,0.939018,0.952122
16,2,0,0.000000,NaN,NaN,NaN,0.000000,NaN,NaN
