color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
purple,60_G_MY_Bee_4_NA.ogv,60,G,MY,Bee,4,NA,2,A,5
green,50_G_JH_Mother_1_NA.ogv,50,G,JH,Mother,1,NA,2,A,5
none,120_G_TK_Frog_3_NA.ogv,120,G,TK,Frog,3,NA,2,A,5
yellow,01_G_CG_Bee_1_NF.ogv,1,G,CG,Bee,1,NF,2,B,5
green,51_G_JH_Mother_2_NF.ogv,51,G,JH,Mother,2,NF,2,B,5
grey,101_G_SV_Frog_3_NF.ogv,101,G,SV,Frog,3,NF,2,B,5
none,128_NG_TK_XX_15_NA.ogv,128,NG,TK,XX,15,NA,2,C,5
orange,148_NG_VS_XX_17_NA.ogv,148,NG,VS,XX,17,NA,2,C,5
grey,108_NG_SV_XX_14_NA.ogv,108,NG,SV,XX,14,NA,2,C,5
none,114_NG_TK_XX_1_NF.ogv,114,NG,TK,XX,1,NF,2,D,5
purple,74_NG_MY_XX_18_NF.ogv,74,NG,MY,XX,18,NF,2,D,5
yellow,04_NG_CG_XX_4_NF.ogv,4,NG,CG,XX,4,NF,2,D,5
red,82_G_ST_Frog_3.ogg,82,G,ST,Frog,3,audio,2,E,5
orange,132_G_VS_Bee_1.ogg,132,G,VS,Bee,1,audio,2,E,5
yellow,12_G_CG_Hood_4.ogg,12,G,CG,Hood,4,audio,2,E,5
purple,72_G_MY_Mother_2.ogg,72,G,MY,Mother,2,audio,2,E,5
grey,112_G_SV_Princess_2.ogg,112,G,SV,Princess,2,audio,2,E,5
blue,27_G_DS_Frog_4.ogg,27,G,DS,Frog,4,audio,2,E,5
grey,109_NG_SV_XX_15_NF.ogv,109,NG,SV,XX,15,NF,2,D,5
blue,34_NG_DS_XX_15_NF.ogv,34,NG,DS,XX,15,NF,2,D,5
green,49_NG_JH_XX_12_NF.ogv,49,NG,JH,XX,12,NF,2,D,5
blue,28_NG_DS_XX_9_NA.ogv,28,NG,DS,XX,9,NA,2,C,5
yellow,18_NG_CG_XX_18_NA.ogv,18,NG,CG,XX,18,NA,2,C,5
red,93_NG_ST_XX_18_NA.ogv,93,NG,ST,XX,18,NA,2,C,5
none,116_G_TK_Bee_3_NF.ogv,116,G,TK,Bee,3,NF,2,B,5
blue,36_G_DS_Princess_2_NF.ogv,36,G,DS,Princess,2,NF,2,B,5
orange,136_G_VS_Frog_1_NF.ogv,136,G,VS,Frog,1,NF,2,B,5
grey,95_G_SV_Bee_1_NA.ogv,95,G,SV,Bee,1,NA,2,A,5
orange,145_G_VS_Mother_2_NA.ogv,145,G,VS,Mother,2,NA,2,A,5
yellow,10_G_CG_Hood_2_NA.ogv,10,G,CG,Hood,2,NA,2,A,5
