color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
orange,147_G_VS_Mother_4.ogg,147,G,VS,Mother,4,audio,2,E,4
yellow,07_G_CG_Frog_3.ogg,7,G,CG,Frog,3,audio,2,E,4
blue,22_G_DS_Bee_3.ogg,22,G,DS,Bee,3,audio,2,E,4
purple,65_G_MY_Frog_4_NA.ogv,65,G,MY,Frog,4,NA,2,A,4
green,55_G_JH_Princess_2_NA.ogv,55,G,JH,Princess,2,NA,2,A,4
red,90_G_ST_Mother_3_NA.ogv,90,G,ST,Mother,3,NA,2,A,4
yellow,11_G_CG_Hood_3_NF.ogv,11,G,CG,Hood,3,NF,2,B,4
blue,26_G_DS_Frog_3_NF.ogv,26,G,DS,Frog,3,NF,2,B,4
purple,71_G_MY_Mother_1_NF.ogv,71,G,MY,Mother,1,NF,2,B,4
orange,133_NG_VS_XX_2_NA.ogv,133,NG,VS,XX,2,NA,2,C,4
none,118_NG_TK_XX_5_NA.ogv,118,NG,TK,XX,5,NA,2,C,4
grey,103_NG_SV_XX_9_NA.ogv,103,NG,SV,XX,9,NA,2,C,4
none,129_NG_TK_XX_16_NF.ogv,129,NG,TK,XX,16,NF,2,D,4
red,79_NG_ST_XX_4_NF.ogv,79,NG,ST,XX,4,NF,2,D,4
yellow,19_NG_CG_XX_19_NF.ogv,19,NG,CG,XX,19,NF,2,D,4
grey,99_NG_SV_XX_5_NF.ogv,99,NG,SV,XX,5,NF,2,D,4
orange,139_NG_VS_XX_8_NF.ogv,139,NG,VS,XX,8,NF,2,D,4
purple,59_NG_MY_XX_3_NF.ogv,59,NG,MY,XX,3,NF,2,D,4
green,38_NG_JH_XX_1_NA.ogv,38,NG,JH,XX,1,NA,2,C,4
red,78_NG_ST_XX_3_NA.ogv,78,NG,ST,XX,3,NA,2,C,4
purple,58_NG_MY_XX_2_NA.ogv,58,NG,MY,XX,2,NA,2,C,4
red,81_G_ST_Frog_2_NF.ogv,81,G,ST,Frog,2,NF,2,B,4
orange,146_G_VS_Mother_3_NF.ogv,146,G,VS,Mother,3,NF,2,B,4
none,131_G_TK_Princess_2_NF.ogv,131,G,TK,Princess,2,NF,2,B,4
blue,30_G_DS_Hood_3_NA.ogv,30,G,DS,Hood,3,NA,2,A,4
orange,135_G_VS_Bee_4_NA.ogv,135,G,VS,Bee,4,NA,2,A,4
none,130_G_TK_Princess_1_NA.ogv,130,G,TK,Princess,1,NA,2,A,4
green,42_G_JH_Frog_1.ogg,42,G,JH,Frog,1,audio,2,E,4
purple,57_G_MY_Bee_1.ogg,57,G,MY,Bee,1,audio,2,E,4
grey,107_G_SV_Mother_1.ogg,107,G,SV,Mother,1,audio,2,E,4
