color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
none,119_NG_TK_XX_6_NA.ogv,119,NG,TK,XX,6,NA,1,C,3
green,49_NG_JH_XX_12_NA.ogv,49,NG,JH,XX,12,NA,1,C,3
orange,134_NG_VS_XX_3_NA.ogv,134,NG,VS,XX,3,NA,1,C,3
red,80_NG_ST_XX_5_NF.ogv,80,NG,ST,XX,5,NF,1,D,3
purple,75_NG_MY_XX_19_NF.ogv,75,NG,MY,XX,19,NF,1,D,3
blue,20_NG_DS_XX_1_NF.ogv,20,NG,DS,XX,1,NF,1,D,3
purple,63_G_MY_Frog_2.ogg,63,G,MY,Frog,2,audio,1,E,3
green,53_G_JH_Mother_4.ogg,53,G,JH,Mother,4,audio,1,E,3
yellow,03_G_CG_Bee_3.ogg,3,G,CG,Bee,3,audio,1,E,3
blue,26_G_DS_Frog_3_NA.ogv,26,G,DS,Frog,3,NA,1,A,3
none,126_G_TK_Mother_1_NA.ogv,126,G,TK,Mother,1,NA,1,A,3
green,46_G_JH_Hood_1_NA.ogv,46,G,JH,Hood,1,NA,1,A,3
blue,27_G_DS_Frog_4_NF.ogv,27,G,DS,Frog,4,NF,1,B,3
orange,142_G_VS_Hood_3_NF.ogv,142,G,VS,Hood,3,NF,1,B,3
red,77_G_ST_Bee_2_NF.ogv,77,G,ST,Bee,2,NF,1,B,3
yellow,07_G_CG_Frog_3_NF.ogv,7,G,CG,Frog,3,NF,1,B,3
grey,107_G_SV_Mother_1_NF.ogv,107,G,SV,Mother,1,NF,1,B,3
green,47_G_JH_Hood_2_NF.ogv,47,G,JH,Hood,2,NF,1,B,3
purple,66_G_MY_Frog_5_NA.ogv,66,G,MY,Frog,5,NA,1,A,3
grey,111_G_SV_Princess_1_NA.ogv,111,G,SV,Princess,1,NA,1,A,3
red,91_G_ST_Mother_4_NA.ogv,91,G,ST,Mother,4,NA,1,A,3
grey,113_G_SV_Princess_3.ogg,113,G,SV,Princess,3,audio,1,E,3
blue,33_G_DS_Mother_2.ogg,33,G,DS,Mother,2,audio,1,E,3
orange,133_G_VS_Bee_2.ogg,133,G,VS,Bee,2,audio,1,E,3
none,125_NG_TK_XX_12_NF.ogv,125,NG,TK,XX,12,NF,1,D,3
grey,95_NG_SV_XX_1_NF.ogv,95,NG,SV,XX,1,NF,1,D,3
orange,135_NG_VS_XX_4_NF.ogv,135,NG,VS,XX,4,NF,1,D,3
purple,69_NG_MY_XX_13_NA.ogv,69,NG,MY,XX,13,NA,1,C,3
blue,34_NG_DS_XX_15_NA.ogv,34,NG,DS,XX,15,NA,1,C,3
red,94_NG_ST_XX_19_NA.ogv,94,NG,ST,XX,19,NA,1,C,3
