file,manner,path,agent,itemset,blocktype,blocknum, trialnum
sine_onto_3.mp4,sine,onto,3,W,D,1, 1
rock_circle_1.mp4,rock,circle,1,W,D,1, 2
wheelie_to_2.mp4,wheelie,to,2,W,D,1, 3
rotate_tofar_8.mp4,rotate,tofar,8,W,D,1, 4
none_control6_7.mp4,none,control6,7,Z,C,2, 5
none_control7_4.mp4,none,control7,4,Z,C,2, 6
none_control8_5.mp4,none,control8,5,Z,C,2, 7
none_control5_6.mp4,none,control5,6,Z,C,2, 8
rotate_tofar_1.mp4,rotate,tofar,1,W,S,3, 9
rotate_tofar_1.mp4,rotate,tofar,1,W,S,3, 10
rotate_tofar_1.mp4,rotate,tofar,1,W,S,3, 11
rotate_tofar_1.mp4,rotate,tofar,1,W,S,3, 12
vibrate_past_4.mp4,vibrate,past,4,X,M,4, 13
vibrate_under_5.mp4,vibrate,under,5,X,M,4, 14
vibrate_behind_6.mp4,vibrate,behind,6,X,M,4, 15
vibrate_underfar_7.mp4,vibrate,underfar,7,X,M,4, 16
wheelie_to_1.mp4,wheelie,to,1,W,P,5, 17
rotate_to_2.mp4,rotate,to,2,W,P,5, 18
rock_to_3.mp4,rock,to,3,W,P,5, 19
sine_to_8.mp4,sine,to,8,W,P,5, 20
bounce_past_7.mp4,bounce,past,7,X,A,6, 21
vibrate_under_7.mp4,vibrate,under,7,X,A,6, 22
stopstart_behind_7.mp4,stopstart,behind,7,X,A,6, 23
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,A,6, 24
rock_circle_3.mp4,rock,circle,3,W,A,7, 25
rotate_onto_3.mp4,rotate,onto,3,W,A,7, 26
sine_to_3.mp4,sine,to,3,W,A,7, 27
wheelie_tofar_3.mp4,wheelie,tofar,3,W,A,7, 28
halfrotate_under_6.mp4,halfrotate,under,6,X,P,8, 29
vibrate_under_4.mp4,vibrate,under,4,X,P,8, 30
stopstart_under_5.mp4,stopstart,under,5,X,P,8, 31
bounce_under_7.mp4,bounce,under,7,X,P,8, 32
sine_circle_2.mp4,sine,circle,2,W,M,9, 33
sine_to_1.mp4,sine,to,1,W,M,9, 34
sine_tofar_3.mp4,sine,tofar,3,W,M,9, 35
sine_onto_8.mp4,sine,onto,8,W,M,9, 36
stopstart_behind_6.mp4,stopstart,behind,6,X,S,10, 37
stopstart_behind_6.mp4,stopstart,behind,6,X,S,10, 38
stopstart_behind_6.mp4,stopstart,behind,6,X,S,10, 39
stopstart_behind_6.mp4,stopstart,behind,6,X,S,10, 40
none_control1_1.mp4,none,control1,1,Y,C,11, 41
none_control3_8.mp4,none,control3,8,Y,C,11, 42
none_control4_2.mp4,none,control4,2,Y,C,11, 43
none_control2_3.mp4,none,control2,3,Y,C,11, 44
halfrotate_past_5.mp4,halfrotate,past,5,X,D,12, 45
stopstart_underfar_4.mp4,stopstart,underfar,4,X,D,12, 46
bounce_under_6.mp4,bounce,under,6,X,D,12, 47
vibrate_behind_7.mp4,vibrate,behind,7,X,D,12, 48
