file,manner,path,agent,itemset,blocktype,blocknum, trialnum
rotate_to_8.mp4,rotate,to,8,W,P,1, 1
rock_to_1.mp4,rock,to,1,W,P,1, 2
sine_to_2.mp4,sine,to,2,W,P,1, 3
wheelie_to_3.mp4,wheelie,to,3,W,P,1, 4
vibrate_underfar_5.mp4,vibrate,underfar,5,X,A,2, 5
stopstart_behind_5.mp4,stopstart,behind,5,X,A,2, 6
halfrotate_under_5.mp4,halfrotate,under,5,X,A,2, 7
bounce_past_5.mp4,bounce,past,5,X,A,2, 8
rock_circle_1.mp4,rock,circle,1,W,D,3, 9
sine_tofar_8.mp4,sine,tofar,8,W,D,3, 10
wheelie_to_2.mp4,wheelie,to,2,W,D,3, 11
rotate_onto_3.mp4,rotate,onto,3,W,D,3, 12
none_control8_5.mp4,none,control8,5,Z,C,4, 13
none_control5_4.mp4,none,control5,4,Z,C,4, 14
none_control6_6.mp4,none,control6,6,Z,C,4, 15
none_control7_7.mp4,none,control7,7,Z,C,4, 16
sine_circle_1.mp4,sine,circle,1,W,S,5, 17
sine_circle_1.mp4,sine,circle,1,W,S,5, 18
sine_circle_1.mp4,sine,circle,1,W,S,5, 19
sine_circle_1.mp4,sine,circle,1,W,S,5, 20
bounce_past_4.mp4,bounce,past,4,X,M,6, 21
bounce_under_5.mp4,bounce,under,5,X,M,6, 22
bounce_behind_6.mp4,bounce,behind,6,X,M,6, 23
bounce_underfar_7.mp4,bounce,underfar,7,X,M,6, 24
rock_to_2.mp4,rock,to,2,W,M,7, 25
rock_tofar_1.mp4,rock,tofar,1,W,M,7, 26
rock_circle_3.mp4,rock,circle,3,W,M,7, 27
rock_onto_8.mp4,rock,onto,8,W,M,7, 28
halfrotate_under_6.mp4,halfrotate,under,6,X,S,8, 29
halfrotate_under_6.mp4,halfrotate,under,6,X,S,8, 30
halfrotate_under_6.mp4,halfrotate,under,6,X,S,8, 31
halfrotate_under_6.mp4,halfrotate,under,6,X,S,8, 32
none_control3_2.mp4,none,control3,2,Y,C,9, 33
none_control2_3.mp4,none,control2,3,Y,C,9, 34
none_control4_1.mp4,none,control4,1,Y,C,9, 35
none_control1_8.mp4,none,control1,8,Y,C,9, 36
vibrate_past_7.mp4,vibrate,past,7,X,D,10, 37
bounce_underfar_4.mp4,bounce,underfar,4,X,D,10, 38
stopstart_under_5.mp4,stopstart,under,5,X,D,10, 39
halfrotate_behind_6.mp4,halfrotate,behind,6,X,D,10, 40
rock_onto_3.mp4,rock,onto,3,W,A,11, 41
rotate_to_3.mp4,rotate,to,3,W,A,11, 42
sine_tofar_3.mp4,sine,tofar,3,W,A,11, 43
wheelie_circle_3.mp4,wheelie,circle,3,W,A,11, 44
halfrotate_past_5.mp4,halfrotate,past,5,X,P,12, 45
vibrate_past_4.mp4,vibrate,past,4,X,P,12, 46
stopstart_past_6.mp4,stopstart,past,6,X,P,12, 47
bounce_past_7.mp4,bounce,past,7,X,P,12, 48
