file,manner,path,agent,itemset,blocktype,blocknum, trialnum
stopstart_past_4.mp4,stopstart,past,4,X,P,1, 1
vibrate_past_5.mp4,vibrate,past,5,X,P,1, 2
halfrotate_past_6.mp4,halfrotate,past,6,X,P,1, 3
bounce_past_7.mp4,bounce,past,7,X,P,1, 4
sine_to_2.mp4,sine,to,2,W,A,2, 5
rock_circle_2.mp4,rock,circle,2,W,A,2, 6
wheelie_tofar_2.mp4,wheelie,tofar,2,W,A,2, 7
rotate_onto_2.mp4,rotate,onto,2,W,A,2, 8
stopstart_under_4.mp4,stopstart,under,4,X,D,3, 9
halfrotate_behind_7.mp4,halfrotate,behind,7,X,D,3, 10
bounce_past_5.mp4,bounce,past,5,X,D,3, 11
vibrate_underfar_6.mp4,vibrate,underfar,6,X,D,3, 12
none_control4_1.mp4,none,control4,1,Y,C,4, 13
none_control1_3.mp4,none,control1,3,Y,C,4, 14
none_control2_2.mp4,none,control2,2,Y,C,4, 15
none_control3_8.mp4,none,control3,8,Y,C,4, 16
bounce_under_4.mp4,bounce,under,4,X,S,5, 17
bounce_under_4.mp4,bounce,under,4,X,S,5, 18
bounce_under_4.mp4,bounce,under,4,X,S,5, 19
bounce_under_4.mp4,bounce,under,4,X,S,5, 20
rock_circle_3.mp4,rock,circle,3,W,M,6, 21
rock_to_1.mp4,rock,to,1,W,M,6, 22
rock_tofar_2.mp4,rock,tofar,2,W,M,6, 23
rock_onto_8.mp4,rock,onto,8,W,M,6, 24
halfrotate_under_4.mp4,halfrotate,under,4,X,M,7, 25
halfrotate_past_5.mp4,halfrotate,past,5,X,M,7, 26
halfrotate_behind_6.mp4,halfrotate,behind,6,X,M,7, 27
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,M,7, 28
rotate_tofar_8.mp4,rotate,tofar,8,W,S,8, 29
rotate_tofar_8.mp4,rotate,tofar,8,W,S,8, 30
rotate_tofar_8.mp4,rotate,tofar,8,W,S,8, 31
rotate_tofar_8.mp4,rotate,tofar,8,W,S,8, 32
none_control5_5.mp4,none,control5,5,Z,C,9, 33
none_control6_6.mp4,none,control6,6,Z,C,9, 34
none_control7_4.mp4,none,control7,4,Z,C,9, 35
none_control8_7.mp4,none,control8,7,Z,C,9, 36
rotate_to_8.mp4,rotate,to,8,W,D,10, 37
rock_tofar_1.mp4,rock,tofar,1,W,D,10, 38
sine_circle_2.mp4,sine,circle,2,W,D,10, 39
wheelie_onto_3.mp4,wheelie,onto,3,W,D,10, 40
vibrate_past_6.mp4,vibrate,past,6,X,A,11, 41
stopstart_under_6.mp4,stopstart,under,6,X,A,11, 42
halfrotate_underfar_6.mp4,halfrotate,underfar,6,X,A,11, 43
bounce_behind_6.mp4,bounce,behind,6,X,A,11, 44
rock_onto_1.mp4,rock,onto,1,W,P,12, 45
wheelie_onto_2.mp4,wheelie,onto,2,W,P,12, 46
rotate_onto_3.mp4,rotate,onto,3,W,P,12, 47
sine_onto_8.mp4,sine,onto,8,W,P,12, 48
