file,manner,path,agent,itemset,blocktype,blocknum, trialnum
halfrotate_under_7.mp4,halfrotate,under,7,X,D,1, 1
bounce_behind_4.mp4,bounce,behind,4,X,D,1, 2
vibrate_past_5.mp4,vibrate,past,5,X,D,1, 3
stopstart_underfar_6.mp4,stopstart,underfar,6,X,D,1, 4
none_loc3_2.mp4,none,loc3,2,Y,C,2, 5
none_loc1_8.mp4,none,loc1,8,Y,C,2, 6
none_loc2_1.mp4,none,loc2,1,Y,C,2, 7
none_loc4_3.mp4,none,loc4,3,Y,C,2, 8
bounce_under_7.mp4,bounce,under,7,X,S,3, 9
bounce_under_7.mp4,bounce,under,7,X,S,3, 10
bounce_under_7.mp4,bounce,under,7,X,S,3, 11
bounce_under_7.mp4,bounce,under,7,X,S,3, 12
rock_tofar_1.mp4,rock,tofar,1,W,M,4, 13
rock_onto_2.mp4,rock,onto,2,W,M,4, 14
rock_to_3.mp4,rock,to,3,W,M,4, 15
rock_circle_8.mp4,rock,circle,8,W,M,4, 16
stopstart_behind_7.mp4,stopstart,behind,7,X,P,5, 17
halfrotate_behind_4.mp4,halfrotate,behind,4,X,P,5, 18
bounce_behind_5.mp4,bounce,behind,5,X,P,5, 19
vibrate_behind_6.mp4,vibrate,behind,6,X,P,5, 20
sine_circle_3.mp4,sine,circle,3,W,A,6, 21
rock_onto_3.mp4,rock,onto,3,W,A,6, 22
wheelie_to_3.mp4,wheelie,to,3,W,A,6, 23
rotate_tofar_3.mp4,rotate,tofar,3,W,A,6, 24
bounce_under_4.mp4,bounce,under,4,X,A,7, 25
halfrotate_underfar_4.mp4,halfrotate,underfar,4,X,A,7, 26
vibrate_past_4.mp4,vibrate,past,4,X,A,7, 27
stopstart_behind_4.mp4,stopstart,behind,4,X,A,7, 28
rotate_to_3.mp4,rotate,to,3,W,P,8, 29
sine_to_1.mp4,sine,to,1,W,P,8, 30
wheelie_to_2.mp4,wheelie,to,2,W,P,8, 31
rock_to_8.mp4,rock,to,8,W,P,8, 32
vibrate_past_7.mp4,vibrate,past,7,X,M,9, 33
vibrate_under_4.mp4,vibrate,under,4,X,M,9, 34
vibrate_behind_5.mp4,vibrate,behind,5,X,M,9, 35
vibrate_underfar_6.mp4,vibrate,underfar,6,X,M,9, 36
sine_onto_8.mp4,sine,onto,8,W,S,10, 37
sine_onto_8.mp4,sine,onto,8,W,S,10, 38
sine_onto_8.mp4,sine,onto,8,W,S,10, 39
sine_onto_8.mp4,sine,onto,8,W,S,10, 40
none_loc8_6.mp4,none,loc8,6,Z,C,11, 41
none_loc5_7.mp4,none,loc5,7,Z,C,11, 42
none_loc6_4.mp4,none,loc6,4,Z,C,11, 43
none_loc7_5.mp4,none,loc7,5,Z,C,11, 44
rock_tofar_2.mp4,rock,tofar,2,W,D,12, 45
sine_to_3.mp4,sine,to,3,W,D,12, 46
wheelie_circle_1.mp4,wheelie,circle,1,W,D,12, 47
rotate_onto_8.mp4,rotate,onto,8,W,D,12, 48
