file,manner,path,agent,itemset,blocktype,blocknum, trialnum
rotate_onto_2.mp4,rotate,onto,2,W,P,1, 1
rock_onto_1.mp4,rock,onto,1,W,P,1, 2
sine_onto_3.mp4,sine,onto,3,W,P,1, 3
wheelie_onto_8.mp4,wheelie,onto,8,W,P,1, 4
vibrate_under_4.mp4,vibrate,under,4,X,A,2, 5
halfrotate_behind_4.mp4,halfrotate,behind,4,X,A,2, 6
bounce_past_4.mp4,bounce,past,4,X,A,2, 7
stopstart_underfar_4.mp4,stopstart,underfar,4,X,A,2, 8
wheelie_circle_3.mp4,wheelie,circle,3,W,D,3, 9
sine_onto_2.mp4,sine,onto,2,W,D,3, 10
rotate_to_1.mp4,rotate,to,1,W,D,3, 11
rock_tofar_8.mp4,rock,tofar,8,W,D,3, 12
none_loc6_7.mp4,none,loc6,7,Z,C,4, 13
none_loc8_5.mp4,none,loc8,5,Z,C,4, 14
none_loc5_4.mp4,none,loc5,4,Z,C,4, 15
none_loc7_6.mp4,none,loc7,6,Z,C,4, 16
wheelie_tofar_2.mp4,wheelie,tofar,2,W,S,5, 17
wheelie_tofar_2.mp4,wheelie,tofar,2,W,S,5, 18
wheelie_tofar_2.mp4,wheelie,tofar,2,W,S,5, 19
wheelie_tofar_2.mp4,wheelie,tofar,2,W,S,5, 20
stopstart_underfar_5.mp4,stopstart,underfar,5,X,M,6, 21
stopstart_past_4.mp4,stopstart,past,4,X,M,6, 22
stopstart_under_6.mp4,stopstart,under,6,X,M,6, 23
stopstart_behind_7.mp4,stopstart,behind,7,X,M,6, 24
sine_onto_1.mp4,sine,onto,1,W,M,7, 25
sine_to_2.mp4,sine,to,2,W,M,7, 26
sine_tofar_3.mp4,sine,tofar,3,W,M,7, 27
sine_circle_8.mp4,sine,circle,8,W,M,7, 28
bounce_behind_6.mp4,bounce,behind,6,X,S,8, 29
bounce_behind_6.mp4,bounce,behind,6,X,S,8, 30
bounce_behind_6.mp4,bounce,behind,6,X,S,8, 31
bounce_behind_6.mp4,bounce,behind,6,X,S,8, 32
none_loc4_3.mp4,none,loc4,3,Y,C,9, 33
none_loc3_2.mp4,none,loc3,2,Y,C,9, 34
none_loc1_1.mp4,none,loc1,1,Y,C,9, 35
none_loc2_8.mp4,none,loc2,8,Y,C,9, 36
vibrate_behind_4.mp4,vibrate,behind,4,X,D,10, 37
stopstart_past_6.mp4,stopstart,past,6,X,D,10, 38
halfrotate_under_5.mp4,halfrotate,under,5,X,D,10, 39
bounce_underfar_7.mp4,bounce,underfar,7,X,D,10, 40
wheelie_to_8.mp4,wheelie,to,8,W,A,11, 41
rotate_tofar_8.mp4,rotate,tofar,8,W,A,11, 42
rock_circle_8.mp4,rock,circle,8,W,A,11, 43
sine_onto_8.mp4,sine,onto,8,W,A,11, 44
stopstart_past_5.mp4,stopstart,past,5,X,P,12, 45
halfrotate_past_4.mp4,halfrotate,past,4,X,P,12, 46
bounce_past_6.mp4,bounce,past,6,X,P,12, 47
vibrate_past_7.mp4,vibrate,past,7,X,P,12, 48
