file,manner,path,agent,itemset,blocktype,blocknum, trialnum
sine_circle_2.mp4,sine,circle,2,W,D,1, 1
rock_to_1.mp4,rock,to,1,W,D,1, 2
wheelie_tofar_8.mp4,wheelie,tofar,8,W,D,1, 3
rotate_onto_3.mp4,rotate,onto,3,W,D,1, 4
none_control7_4.mp4,none,control7,4,Z,C,2, 5
none_control6_5.mp4,none,control6,5,Z,C,2, 6
none_control8_6.mp4,none,control8,6,Z,C,2, 7
none_control5_7.mp4,none,control5,7,Z,C,2, 8
sine_circle_1.mp4,sine,circle,1,W,S,3, 9
sine_circle_1.mp4,sine,circle,1,W,S,3, 10
sine_circle_1.mp4,sine,circle,1,W,S,3, 11
sine_circle_1.mp4,sine,circle,1,W,S,3, 12
bounce_behind_5.mp4,bounce,behind,5,X,M,4, 13
bounce_past_4.mp4,bounce,past,4,X,M,4, 14
bounce_under_6.mp4,bounce,under,6,X,M,4, 15
bounce_underfar_7.mp4,bounce,underfar,7,X,M,4, 16
wheelie_onto_8.mp4,wheelie,onto,8,W,P,5, 17
rotate_onto_1.mp4,rotate,onto,1,W,P,5, 18
rock_onto_2.mp4,rock,onto,2,W,P,5, 19
sine_onto_3.mp4,sine,onto,3,W,P,5, 20
stopstart_past_4.mp4,stopstart,past,4,X,A,6, 21
bounce_behind_4.mp4,bounce,behind,4,X,A,6, 22
vibrate_under_4.mp4,vibrate,under,4,X,A,6, 23
halfrotate_underfar_4.mp4,halfrotate,underfar,4,X,A,6, 24
wheelie_onto_2.mp4,wheelie,onto,2,W,A,7, 25
sine_tofar_2.mp4,sine,tofar,2,W,A,7, 26
rotate_to_2.mp4,rotate,to,2,W,A,7, 27
rock_circle_2.mp4,rock,circle,2,W,A,7, 28
bounce_underfar_4.mp4,bounce,underfar,4,X,P,8, 29
vibrate_underfar_5.mp4,vibrate,underfar,5,X,P,8, 30
stopstart_underfar_6.mp4,stopstart,underfar,6,X,P,8, 31
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,P,8, 32
wheelie_onto_1.mp4,wheelie,onto,1,W,M,9, 33
wheelie_to_2.mp4,wheelie,to,2,W,M,9, 34
wheelie_tofar_3.mp4,wheelie,tofar,3,W,M,9, 35
wheelie_circle_8.mp4,wheelie,circle,8,W,M,9, 36
vibrate_under_5.mp4,vibrate,under,5,X,S,10, 37
vibrate_under_5.mp4,vibrate,under,5,X,S,10, 38
vibrate_under_5.mp4,vibrate,under,5,X,S,10, 39
vibrate_under_5.mp4,vibrate,under,5,X,S,10, 40
none_control2_2.mp4,none,control2,2,Y,C,11, 41
none_control1_3.mp4,none,control1,3,Y,C,11, 42
none_control3_1.mp4,none,control3,1,Y,C,11, 43
none_control4_8.mp4,none,control4,8,Y,C,11, 44
vibrate_underfar_7.mp4,vibrate,underfar,7,X,D,12, 45
stopstart_past_5.mp4,stopstart,past,5,X,D,12, 46
halfrotate_under_4.mp4,halfrotate,under,4,X,D,12, 47
bounce_behind_6.mp4,bounce,behind,6,X,D,12, 48
