color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
yellow,18_G_CG_Princess_2.ogg,18,G,CG,Princess,2,audio,1,E,5
red,83_G_ST_Frog_4.ogg,83,G,ST,Frog,4,audio,1,E,5
none,128_G_TK_Mother_3.ogg,128,G,TK,Mother,3,audio,1,E,5
yellow,11_G_CG_Hood_3_NA.ogv,11,G,CG,Hood,3,NA,1,A,5
orange,136_G_VS_Frog_1_NA.ogv,136,G,VS,Frog,1,NA,1,A,5
none,131_G_TK_Princess_2_NA.ogv,131,G,TK,Princess,2,NA,1,A,5
orange,142_G_VS_Hood_3_NF.ogv,142,G,VS,Hood,3,NF,1,B,5
blue,27_G_DS_Frog_4_NF.ogv,27,G,DS,Frog,4,NF,1,B,5
green,52_G_JH_Mother_3_NF.ogv,52,G,JH,Mother,3,NF,1,B,5
purple,64_NG_MY_XX_8_NA.ogv,64,NG,MY,XX,8,NA,1,C,5
none,129_NG_TK_XX_16_NA.ogv,129,NG,TK,XX,16,NA,1,C,5
grey,99_NG_SV_XX_5_NA.ogv,99,NG,SV,XX,5,NA,1,C,5
none,125_NG_TK_XX_12_NF.ogv,125,NG,TK,XX,12,NF,1,D,5
blue,35_NG_DS_XX_16_NF.ogv,35,NG,DS,XX,16,NF,1,D,5
yellow,10_NG_CG_XX_10_NF.ogv,10,NG,CG,XX,10,NF,1,D,5
purple,75_NG_MY_XX_19_NF.ogv,75,NG,MY,XX,19,NF,1,D,5
grey,110_NG_SV_XX_16_NF.ogv,110,NG,SV,XX,16,NF,1,D,5
orange,135_NG_VS_XX_4_NF.ogv,135,NG,VS,XX,4,NF,1,D,5
yellow,19_NG_CG_XX_19_NA.ogv,19,NG,CG,XX,19,NA,1,C,5
orange,144_NG_VS_XX_13_NA.ogv,144,NG,VS,XX,13,NA,1,C,5
red,89_NG_ST_XX_14_NA.ogv,89,NG,ST,XX,14,NA,1,C,5
grey,107_G_SV_Mother_1_NF.ogv,107,G,SV,Mother,1,NF,1,B,5
yellow,07_G_CG_Frog_3_NF.ogv,7,G,CG,Frog,3,NF,1,B,5
red,92_G_ST_Princess_1_NF.ogv,92,G,ST,Princess,1,NF,1,B,5
red,76_G_ST_Bee_1_NA.ogv,76,G,ST,Bee,1,NA,1,A,5
grey,106_G_SV_Hood_4_NA.ogv,106,G,SV,Hood,4,NA,1,A,5
green,56_G_JH_Princess_3_NA.ogv,56,G,JH,Princess,3,NA,1,A,5
purple,58_G_MY_Bee_2.ogg,58,G,MY,Bee,2,audio,1,E,5
orange,138_G_VS_Frog_3.ogg,138,G,VS,Frog,3,audio,1,E,5
green,53_G_JH_Mother_4.ogg,53,G,JH,Mother,4,audio,1,E,5
