color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
red,87_NG_ST_XX_12_NA.ogv,87,NG,ST,XX,12,NA,3,C,5
none,127_NG_TK_XX_14_NA.ogv,127,NG,TK,XX,14,NA,3,C,5
grey,97_NG_SV_XX_3_NA.ogv,97,NG,SV,XX,3,NA,3,C,5
grey,103_NG_SV_XX_9_NF.ogv,103,NG,SV,XX,9,NF,3,D,5
yellow,13_NG_CG_XX_13_NF.ogv,13,NG,CG,XX,13,NF,3,D,5
green,48_NG_JH_XX_11_NF.ogv,48,NG,JH,XX,11,NF,3,D,5
orange,146_G_VS_Mother_3.ogg,146,G,VS,Mother,3,audio,3,E,5
grey,111_G_SV_Princess_1.ogg,111,G,SV,Princess,1,audio,3,E,5
purple,61_G_MY_Bee_5.ogg,61,G,MY,Bee,5,audio,3,E,5
none,129_G_TK_Mother_4_NA.ogv,129,G,TK,Mother,4,NA,3,A,5
purple,64_G_MY_Frog_3_NA.ogv,64,G,MY,Frog,3,NA,3,A,5
red,79_G_ST_Bee_4_NA.ogv,79,G,ST,Bee,4,NA,3,A,5
none,125_G_TK_Hood_4_NF.ogv,125,G,TK,Hood,4,NF,3,B,5
purple,75_G_MY_Mother_5_NF.ogv,75,G,MY,Mother,5,NF,3,B,5
green,45_G_JH_Frog_4_NF.ogv,45,G,JH,Frog,4,NF,3,B,5
grey,100_G_SV_Frog_2_NF.ogv,100,G,SV,Frog,2,NF,3,B,5
yellow,15_G_CG_Mother_3_NF.ogv,15,G,CG,Mother,3,NF,3,B,5
orange,140_G_VS_Hood_1_NF.ogv,140,G,VS,Hood,1,NF,3,B,5
orange,139_G_VS_Frog_4_NA.ogv,139,G,VS,Frog,4,NA,3,A,5
yellow,09_G_CG_Hood_1_NA.ogv,9,G,CG,Hood,1,NA,3,A,5
blue,34_G_DS_Mother_3_NA.ogv,34,G,DS,Mother,3,NA,3,A,5
red,76_G_ST_Bee_1.ogg,76,G,ST,Bee,1,audio,3,E,5
blue,36_G_DS_Princess_2.ogg,36,G,DS,Princess,2,audio,3,E,5
yellow,06_G_CG_Frog_2.ogg,6,G,CG,Frog,2,audio,3,E,5
orange,143_NG_VS_XX_12_NF.ogv,143,NG,VS,XX,12,NF,3,D,5
blue,33_NG_DS_XX_14_NF.ogv,33,NG,DS,XX,14,NF,3,D,5
none,128_NG_TK_XX_15_NF.ogv,128,NG,TK,XX,15,NF,3,D,5
blue,22_NG_DS_XX_3_NA.ogv,22,NG,DS,XX,3,NA,3,C,5
green,47_NG_JH_XX_10_NA.ogv,47,NG,JH,XX,10,NA,3,C,5
orange,137_NG_VS_XX_6_NA.ogv,137,NG,VS,XX,6,NA,3,C,5
