color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
grey,103_G_SV_Hood_1_NA.ogv,103,G,SV,Hood,1,NA,4,A,5
purple,73_G_MY_Mother_3_NA.ogv,73,G,MY,Mother,3,NA,4,A,5
yellow,18_G_CG_Princess_2_NA.ogv,18,G,CG,Princess,2,NA,4,A,5
green,39_G_JH_Bee_2_NF.ogv,39,G,JH,Bee,2,NF,4,B,5
none,129_G_TK_Mother_4_NF.ogv,129,G,TK,Mother,4,NF,4,B,5
grey,104_G_SV_Hood_2_NF.ogv,104,G,SV,Hood,2,NF,4,B,5
red,91_NG_ST_XX_16_NA.ogv,91,NG,ST,XX,16,NA,4,C,5
grey,96_NG_SV_XX_2_NA.ogv,96,NG,SV,XX,2,NA,4,C,5
orange,141_NG_VS_XX_10_NA.ogv,141,NG,VS,XX,10,NA,4,C,5
yellow,12_NG_CG_XX_12_NF.ogv,12,NG,CG,XX,12,NF,4,D,5
orange,137_NG_VS_XX_6_NF.ogv,137,NG,VS,XX,6,NF,4,D,5
grey,112_NG_SV_XX_18_NF.ogv,112,NG,SV,XX,18,NF,4,D,5
purple,75_G_MY_Mother_5.ogg,75,G,MY,Mother,5,audio,4,E,5
none,115_G_TK_Bee_2.ogg,115,G,TK,Bee,2,audio,4,E,5
orange,150_G_VS_Princess_3.ogg,150,G,VS,Princess,3,audio,4,E,5
yellow,15_G_CG_Mother_3.ogg,15,G,CG,Mother,3,audio,4,E,5
grey,95_G_SV_Bee_1.ogg,95,G,SV,Bee,1,audio,4,E,5
blue,30_G_DS_Hood_3.ogg,30,G,DS,Hood,3,audio,4,E,5
blue,22_NG_DS_XX_3_NF.ogv,22,NG,DS,XX,3,NF,4,D,5
none,122_NG_TK_XX_9_NF.ogv,122,NG,TK,XX,9,NF,4,D,5
red,77_NG_ST_XX_2_NF.ogv,77,NG,ST,XX,2,NF,4,D,5
purple,71_NG_MY_XX_15_NA.ogv,71,NG,MY,XX,15,NA,4,C,5
yellow,11_NG_CG_XX_11_NA.ogv,11,NG,CG,XX,11,NA,4,C,5
green,46_NG_JH_XX_9_NA.ogv,46,NG,JH,XX,9,NA,4,C,5
yellow,19_G_CG_Princess_3_NF.ogv,19,G,CG,Princess,3,NF,4,B,5
purple,64_G_MY_Frog_3_NF.ogv,64,G,MY,Frog,3,NF,4,B,5
orange,144_G_VS_Mother_1_NF.ogv,144,G,VS,Mother,1,NF,4,B,5
none,123_G_TK_Hood_2_NA.ogv,123,G,TK,Hood,2,NA,4,A,5
orange,148_G_VS_Princess_1_NA.ogv,148,G,VS,Princess,1,NA,4,A,5
green,38_G_JH_Bee_1_NA.ogv,38,G,JH,Bee,1,NA,4,A,5
