color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
grey,106_NG_SV_XX_12_NF.ogv,106,NG,SV,XX,12,NF,5,D,4
green,41_NG_JH_XX_4_NF.ogv,41,NG,JH,XX,4,NF,5,D,4
red,86_NG_ST_XX_11_NF.ogv,86,NG,ST,XX,11,NF,5,D,4
grey,109_G_SV_Mother_3.ogg,109,G,SV,Mother,3,audio,5,E,4
red,79_G_ST_Bee_4.ogg,79,G,ST,Bee,4,audio,5,E,4
none,124_G_TK_Hood_3.ogg,124,G,TK,Hood,3,audio,5,E,4
orange,132_G_VS_Bee_1_NA.ogv,132,G,VS,Bee,1,NA,5,A,4
purple,72_G_MY_Mother_2_NA.ogv,72,G,MY,Mother,2,NA,5,A,4
green,42_G_JH_Frog_1_NA.ogv,42,G,JH,Frog,1,NA,5,A,4
green,53_G_JH_Mother_4_NF.ogv,53,G,JH,Mother,4,NF,5,B,4
purple,58_G_MY_Bee_2_NF.ogv,58,G,MY,Bee,2,NF,5,B,4
red,83_G_ST_Frog_4_NF.ogv,83,G,ST,Frog,4,NF,5,B,4
none,125_NG_TK_XX_12_NA.ogv,125,NG,TK,XX,12,NA,5,C,4
green,40_NG_JH_XX_3_NA.ogv,40,NG,JH,XX,3,NA,5,C,4
purple,65_NG_MY_XX_9_NA.ogv,65,NG,MY,XX,9,NA,5,C,4
grey,100_NG_SV_XX_6_NA.ogv,100,NG,SV,XX,6,NA,5,C,4
orange,140_NG_VS_XX_9_NA.ogv,140,NG,VS,XX,9,NA,5,C,4
yellow,10_NG_CG_XX_10_NA.ogv,10,NG,CG,XX,10,NA,5,C,4
orange,138_G_VS_Frog_3_NF.ogv,138,G,VS,Frog,3,NF,5,B,4
blue,28_G_DS_Hood_1_NF.ogv,28,G,DS,Hood,1,NF,5,B,4
none,128_G_TK_Mother_3_NF.ogv,128,G,TK,Mother,3,NF,5,B,4
yellow,17_G_CG_Princess_1_NA.ogv,17,G,CG,Princess,1,NA,5,A,4
grey,97_G_SV_Bee_3_NA.ogv,97,G,SV,Bee,3,NA,5,A,4
red,87_G_ST_Hood_4_NA.ogv,87,G,ST,Hood,4,NA,5,A,4
green,39_G_JH_Bee_2.ogg,39,G,JH,Bee,2,audio,5,E,4
orange,149_G_VS_Princess_2.ogg,149,G,VS,Princess,2,audio,5,E,4
blue,29_G_DS_Hood_2.ogg,29,G,DS,Hood,2,audio,5,E,4
none,121_NG_TK_XX_8_NF.ogv,121,NG,TK,XX,8,NF,5,D,4
yellow,06_NG_CG_XX_6_NF.ogv,6,NG,CG,XX,6,NF,5,D,4
purple,71_NG_MY_XX_15_NF.ogv,71,NG,MY,XX,15,NF,5,D,4
