color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
grey,108_G_SV_Mother_2_NF.ogv,108,G,SV,Mother,2,NF,5,B,2
yellow,08_G_CG_Frog_4_NF.ogv,8,G,CG,Frog,4,NF,5,B,2
orange,133_G_VS_Bee_2_NF.ogv,133,G,VS,Bee,2,NF,5,B,2
green,50_NG_JH_XX_13_NA.ogv,50,NG,JH,XX,13,NA,5,C,2
none,120_NG_TK_XX_7_NA.ogv,120,NG,TK,XX,7,NA,5,C,2
blue,20_NG_DS_XX_1_NA.ogv,20,NG,DS,XX,1,NA,5,C,2
orange,136_NG_VS_XX_5_NF.ogv,136,NG,VS,XX,5,NF,5,D,2
blue,26_NG_DS_XX_7_NF.ogv,26,NG,DS,XX,7,NF,5,D,2
red,81_NG_ST_XX_6_NF.ogv,81,NG,ST,XX,6,NF,5,D,2
green,44_G_JH_Frog_3.ogg,44,G,JH,Frog,3,audio,5,E,2
yellow,09_G_CG_Hood_1.ogg,9,G,CG,Hood,1,audio,5,E,2
none,129_G_TK_Mother_4.ogg,129,G,TK,Mother,4,audio,5,E,2
yellow,02_G_CG_Bee_2_NA.ogv,2,G,CG,Bee,2,NA,5,A,2
none,122_G_TK_Hood_1_NA.ogv,122,G,TK,Hood,1,NA,5,A,2
orange,137_G_VS_Frog_2_NA.ogv,137,G,VS,Frog,2,NA,5,A,2
blue,32_G_DS_Mother_1_NA.ogv,32,G,DS,Mother,1,NA,5,A,2
grey,112_G_SV_Princess_2_NA.ogv,112,G,SV,Princess,2,NA,5,A,2
red,82_G_ST_Frog_3_NA.ogv,82,G,ST,Frog,3,NA,5,A,2
blue,34_G_DS_Mother_3.ogg,34,G,DS,Mother,3,audio,5,E,2
purple,69_G_MY_Hood_3.ogg,69,G,MY,Hood,3,audio,5,E,2
orange,134_G_VS_Bee_3.ogg,134,G,VS,Bee,3,audio,5,E,2
none,131_NG_TK_XX_18_NF.ogv,131,NG,TK,XX,18,NF,5,D,2
green,51_NG_JH_XX_14_NF.ogv,51,NG,JH,XX,14,NF,5,D,2
purple,66_NG_MY_XX_10_NF.ogv,66,NG,MY,XX,10,NF,5,D,2
grey,95_NG_SV_XX_1_NA.ogv,95,NG,SV,XX,1,NA,5,C,2
orange,145_NG_VS_XX_14_NA.ogv,145,NG,VS,XX,14,NA,5,C,2
red,85_NG_ST_XX_10_NA.ogv,85,NG,ST,XX,10,NA,5,C,2
red,93_G_ST_Princess_2_NF.ogv,93,G,ST,Princess,2,NF,5,B,2
green,38_G_JH_Bee_1_NF.ogv,38,G,JH,Bee,1,NF,5,B,2
purple,63_G_MY_Frog_2_NF.ogv,63,G,MY,Frog,2,NF,5,B,2
