color,file,item,gesture,actor,story,clip within story,NA/NF/audio,list,condition,run
purple,71_G_MY_Mother_1_NA.ogv,71,G,MY,Mother,1,NA,1,A,1
blue,36_G_DS_Princess_2_NA.ogv,36,G,DS,Princess,2,NA,1,A,1
orange,136_G_VS_Frog_1_NA.ogv,136,G,VS,Frog,1,NA,1,A,1
purple,72_G_MY_Mother_2_NF.ogv,72,G,MY,Mother,2,NF,1,B,1
grey,112_G_SV_Princess_2_NF.ogv,112,G,SV,Princess,2,NF,1,B,1
orange,142_G_VS_Hood_3_NF.ogv,142,G,VS,Hood,3,NF,1,B,1
grey,99_NG_SV_XX_5_NA.ogv,99,NG,SV,XX,5,NA,1,C,1
none,124_NG_TK_XX_11_NA.ogv,124,NG,TK,XX,11,NA,1,C,1
blue,24_NG_DS_XX_5_NA.ogv,24,NG,DS,XX,5,NA,1,C,1
orange,150_NG_VS_XX_19_NF.ogv,150,NG,VS,XX,19,NF,1,D,1
grey,100_NG_SV_XX_6_NF.ogv,100,NG,SV,XX,6,NF,1,D,1
yellow,05_NG_CG_XX_5_NF.ogv,5,NG,CG,XX,5,NF,1,D,1
purple,63_G_MY_Frog_2.ogg,63,G,MY,Frog,2,audio,1,E,1
none,123_G_TK_Hood_2.ogg,123,G,TK,Hood,2,audio,1,E,1
blue,23_G_DS_Bee_4.ogg,23,G,DS,Bee,4,audio,1,E,1
green,53_G_JH_Mother_4.ogg,53,G,JH,Mother,4,audio,1,E,1
grey,103_G_SV_Hood_1.ogg,103,G,SV,Hood,1,audio,1,E,1
yellow,03_G_CG_Bee_3.ogg,3,G,CG,Bee,3,audio,1,E,1
purple,60_NG_MY_XX_4_NF.ogv,60,NG,MY,XX,4,NF,1,D,1
green,55_NG_JH_XX_18_NF.ogv,55,NG,JH,XX,18,NF,1,D,1
none,120_NG_TK_XX_7_NF.ogv,120,NG,TK,XX,7,NF,1,D,1
red,89_NG_ST_XX_14_NA.ogv,89,NG,ST,XX,14,NA,1,C,1
green,54_NG_JH_XX_17_NA.ogv,54,NG,JH,XX,17,NA,1,C,1
purple,59_NG_MY_XX_3_NA.ogv,59,NG,MY,XX,3,NA,1,C,1
red,92_G_ST_Princess_1_NF.ogv,92,G,ST,Princess,1,NF,1,B,1
none,122_G_TK_Hood_1_NF.ogv,122,G,TK,Hood,1,NF,1,B,1
green,52_G_JH_Mother_3_NF.ogv,52,G,JH,Mother,3,NF,1,B,1
green,56_G_JH_Princess_3_NA.ogv,56,G,JH,Princess,3,NA,1,A,1
yellow,11_G_CG_Hood_3_NA.ogv,11,G,CG,Hood,3,NA,1,A,1
none,116_G_TK_Bee_3_NA.ogv,116,G,TK,Bee,3,NA,1,A,1
