file,manner,path,agent,itemset,blocktype,blocknum, trialnum
rock_to_8.mp4,rock,to,8,W,P,1, 1
wheelie_to_1.mp4,wheelie,to,1,W,P,1, 2
rotate_to_2.mp4,rotate,to,2,W,P,1, 3
sine_to_3.mp4,sine,to,3,W,P,1, 4
stopstart_underfar_7.mp4,stopstart,underfar,7,X,A,2, 5
vibrate_under_7.mp4,vibrate,under,7,X,A,2, 6
halfrotate_past_7.mp4,halfrotate,past,7,X,A,2, 7
bounce_behind_7.mp4,bounce,behind,7,X,A,2, 8
rotate_circle_8.mp4,rotate,circle,8,W,D,3, 9
rock_to_2.mp4,rock,to,2,W,D,3, 10
sine_tofar_1.mp4,sine,tofar,1,W,D,3, 11
wheelie_onto_3.mp4,wheelie,onto,3,W,D,3, 12
none_control8_6.mp4,none,control8,6,Z,C,4, 13
none_control6_7.mp4,none,control6,7,Z,C,4, 14
none_control7_4.mp4,none,control7,4,Z,C,4, 15
none_control5_5.mp4,none,control5,5,Z,C,4, 16
wheelie_circle_3.mp4,wheelie,circle,3,W,S,5, 17
wheelie_circle_3.mp4,wheelie,circle,3,W,S,5, 18
wheelie_circle_3.mp4,wheelie,circle,3,W,S,5, 19
wheelie_circle_3.mp4,wheelie,circle,3,W,S,5, 20
vibrate_past_6.mp4,vibrate,past,6,X,M,6, 21
vibrate_under_4.mp4,vibrate,under,4,X,M,6, 22
vibrate_behind_5.mp4,vibrate,behind,5,X,M,6, 23
vibrate_underfar_7.mp4,vibrate,underfar,7,X,M,6, 24
rock_onto_8.mp4,rock,onto,8,W,M,7, 25
rock_to_3.mp4,rock,to,3,W,M,7, 26
rock_tofar_1.mp4,rock,tofar,1,W,M,7, 27
rock_circle_2.mp4,rock,circle,2,W,M,7, 28
bounce_underfar_4.mp4,bounce,underfar,4,X,S,8, 29
bounce_underfar_4.mp4,bounce,underfar,4,X,S,8, 30
bounce_underfar_4.mp4,bounce,underfar,4,X,S,8, 31
bounce_underfar_4.mp4,bounce,underfar,4,X,S,8, 32
none_control4_3.mp4,none,control4,3,Y,C,9, 33
none_control2_2.mp4,none,control2,2,Y,C,9, 34
none_control3_1.mp4,none,control3,1,Y,C,9, 35
none_control1_8.mp4,none,control1,8,Y,C,9, 36
vibrate_under_5.mp4,vibrate,under,5,X,D,10, 37
stopstart_past_4.mp4,stopstart,past,4,X,D,10, 38
halfrotate_behind_6.mp4,halfrotate,behind,6,X,D,10, 39
bounce_underfar_7.mp4,bounce,underfar,7,X,D,10, 40
sine_circle_1.mp4,sine,circle,1,W,A,11, 41
wheelie_tofar_1.mp4,wheelie,tofar,1,W,A,11, 42
rotate_to_1.mp4,rotate,to,1,W,A,11, 43
rock_onto_1.mp4,rock,onto,1,W,A,11, 44
halfrotate_past_5.mp4,halfrotate,past,5,X,P,12, 45
bounce_past_4.mp4,bounce,past,4,X,P,12, 46
vibrate_past_7.mp4,vibrate,past,7,X,P,12, 47
stopstart_past_6.mp4,stopstart,past,6,X,P,12, 48
