file,manner,path,agent,itemset,blocktype,blocknum, trialnum
stopstart_behind_4.mp4,stopstart,behind,4,X,A,1, 1
halfrotate_past_4.mp4,halfrotate,past,4,X,A,1, 2
bounce_under_4.mp4,bounce,under,4,X,A,1, 3
vibrate_underfar_4.mp4,vibrate,underfar,4,X,A,1, 4
wheelie_tofar_8.mp4,wheelie,tofar,8,W,D,2, 5
sine_onto_3.mp4,sine,onto,3,W,D,2, 6
rotate_to_1.mp4,rotate,to,1,W,D,2, 7
rock_circle_2.mp4,rock,circle,2,W,D,2, 8
none_control6_5.mp4,none,control6,5,Z,C,3, 9
none_control8_7.mp4,none,control8,7,Z,C,3, 10
none_control5_4.mp4,none,control5,4,Z,C,3, 11
none_control7_6.mp4,none,control7,6,Z,C,3, 12
rock_circle_3.mp4,rock,circle,3,W,S,4, 13
rock_circle_3.mp4,rock,circle,3,W,S,4, 14
rock_circle_3.mp4,rock,circle,3,W,S,4, 15
rock_circle_3.mp4,rock,circle,3,W,S,4, 16
bounce_behind_4.mp4,bounce,behind,4,X,M,5, 17
bounce_past_5.mp4,bounce,past,5,X,M,5, 18
bounce_under_6.mp4,bounce,under,6,X,M,5, 19
bounce_underfar_7.mp4,bounce,underfar,7,X,M,5, 20
sine_tofar_8.mp4,sine,tofar,8,W,P,6, 21
rotate_tofar_1.mp4,rotate,tofar,1,W,P,6, 22
rock_tofar_2.mp4,rock,tofar,2,W,P,6, 23
wheelie_tofar_3.mp4,wheelie,tofar,3,W,P,6, 24
vibrate_past_5.mp4,vibrate,past,5,X,P,7, 25
bounce_past_4.mp4,bounce,past,4,X,P,7, 26
stopstart_past_6.mp4,stopstart,past,6,X,P,7, 27
halfrotate_past_7.mp4,halfrotate,past,7,X,P,7, 28
wheelie_to_2.mp4,wheelie,to,2,W,M,8, 29
wheelie_tofar_1.mp4,wheelie,tofar,1,W,M,8, 30
wheelie_circle_3.mp4,wheelie,circle,3,W,M,8, 31
wheelie_onto_8.mp4,wheelie,onto,8,W,M,8, 32
stopstart_under_7.mp4,stopstart,under,7,X,S,9, 33
stopstart_under_7.mp4,stopstart,under,7,X,S,9, 34
stopstart_under_7.mp4,stopstart,under,7,X,S,9, 35
stopstart_under_7.mp4,stopstart,under,7,X,S,9, 36
none_control2_3.mp4,none,control2,3,Y,C,10, 37
none_control4_2.mp4,none,control4,2,Y,C,10, 38
none_control1_1.mp4,none,control1,1,Y,C,10, 39
none_control3_8.mp4,none,control3,8,Y,C,10, 40
halfrotate_behind_6.mp4,halfrotate,behind,6,X,D,11, 41
vibrate_underfar_7.mp4,vibrate,underfar,7,X,D,11, 42
stopstart_past_4.mp4,stopstart,past,4,X,D,11, 43
bounce_under_5.mp4,bounce,under,5,X,D,11, 44
wheelie_to_8.mp4,wheelie,to,8,W,A,12, 45
sine_circle_8.mp4,sine,circle,8,W,A,12, 46
rotate_tofar_8.mp4,rotate,tofar,8,W,A,12, 47
rock_onto_8.mp4,rock,onto,8,W,A,12, 48
